Unnamed: 0,long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment
106,Филиал Орловского государственного университета имени И. С. Тургенева в г. Мценске,Филиал ОГУ им. И.С. Тургенева в г. Мценске,Орловская область,1,-1,https://tabiturient.ru/logovuz/oreluniver.png,https://oreluniver.ru/branch/mtsensk/,[],[],[],[],
107,Филиал Омского государственного педагогического университета в г. Таре,Филиал ОмГПУ в г. Таре,Омская область,1,-1,https://tabiturient.ru/logovuz/omgpu.png,https://tara.omgpu.ru/,[],[],[],['tfomgpu@mail.ru'],
108,Филиал Российского государственного гидрометеорологического университета в г. Туапсе,Филиал РГГМУ в г. Туапсе,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/rshu.png,http://tuapse.rshu.ru/,[],[],[],[],
109,Филиал Российского государственного гуманитарного университета в г. Домодедово,Филиал РГГУ в г. Домодедово,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/domrsuh.png,http://dom-rsuh.ru/,[],[],['pk@dom-rsuh.ru'],[],
110,Филиал Российского государственного социального университета в г. Анапа,Филиал РГСУ в г. Анапа,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/anapargsu.png,https://anapa.rgsu.net/,[],[],[],[],
111,Филиал Российского государственного социального университета в г. Клин,Филиал РГСУ в г. Клин,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/klinrgsu.png,https://klin.rgsu.net/,[],[],[],[],
112,Филиал Российского государственного социального университета в г. Павловский Посад,Филиал РГСУ в г. Павловский Посад,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/pavlovskyrgsu.png,https://pavlovsky.rgsu.net/,[],[],[],[],
113,Филиал Российского государственного социального университета в г. Пятигорск,Филиал РГСУ в г. Пятигорск,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/pyatigorskrgsu.png,https://pyatigorsk.rgsu.net/,[],[],[],[],
114,Филиал Российского государственного социального университета в г. Сочи,Филиал РГСУ в г. Сочи,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/sochirgsu.png,https://sochi.rgsu.net/,[],[],[],[],
115,"Филиал ФГБОУ ВО ""Российский государственный университет имени А.Н. Косыгина"" в г. Новосибирске",Филиал РГУ им. А.Н. Косыгина (НТИ) в г. Новосибирске,Новосибирская область,1,-1,https://tabiturient.ru/logovuz/kosygin.png,https://www.ntirgu.ru/,"['+7 (383) 222-20-65', '+7 (383) 222-33-09']",[],[],"['abitura@ntirgu.ru', 'dekanat@ntirgu.ru']",
116,"Филиал ФГБОУ ВО ""Российский государственный университет имени А.Н. Косыгина"" в г. Твери",Филиал РГУ им. А.Н. Косыгина в г. Твери,Тверская область,1,-1,https://tabiturient.ru/logovuz/kosygin.png,https://rgu-tver.ru/,[],[],[],[],
117,Филиал Российского Государственного Университета Нефти и Газа им. Губкина в г. Оренбурге,Филиал РГУНГ им. И.М. Губкина в г. Оренбурге,Оренбургская область,1,-1,https://tabiturient.ru/logovuz/orengubkin.png,https://oren.gubkin.ru/,['+7 (3532) 62-94-21'],[],[],['oren@gubkin.pro'],
118,Филиал Филиал Ростовского государственного университета путей сообщения в г. Воронеже,Филиал РГУПС в г. Воронеже,Воронежская область,1,-1,https://tabiturient.ru/logovuz/rgups.png,https://vfrgups.ru/,[],[],[],[],
119,Филиал Ростовского государственного университета путей сообщения в г. Туапсе,Филиал РГУПС в г. Туапсе,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/rgups.png,http://www.rgups-tuapse.ru/,[],[],[],[],
120,Филиал Российского государственного университета туризма и сервиса в г. Махачкале,Филиал РГУТИС в г. Махачкале,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/rguts.png,https://rgutis05.ru/,[],[],[],[],
121,Филиал Российского экономического университета имени Г.В. Плеханова в г. Пятигорске,Филиал РЭУ им. Плеханова в г. Пятигорске,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/reu.png,https://pyatigorsk.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],
122,Филиал Северного (Арктического) федерального университета имени М.В. Ломоносова в г. Коряжме,Филиал САФУ в г. Коряжме,Архангельская область,1,-1,https://tabiturient.ru/logovuz/narfu.png,https://narfu.ru/kf/,[],[],['webmaster@narfu.ru'],[],
123,Филиал Северного (Арктического) федерального университета имени М.В. Ломоносова в г. Северодвинске,Филиал САФУ в г. Северодвинске,Архангельская область,1,-1,https://tabiturient.ru/logovuz/narfu.png,https://narfu.ru/sf/,[],[],['sev.news@narfu.ru'],[],
124,Филиал Санкт-Петербургского государственного экономического университета в г. Кизляре,Филиал СПбГЭУ в г. Кизляре,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/spbgeu.png,http://www.kiz-engec.ru/,[],[],[],['abitur@kiz-engec.ru'],
125,Филиал Самарского государственного технического университета в г. Белебее Республики Башкортостан,Филиал СамГТУ в г. Белебее Республики Башкортостан,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/samgtu.png,https://bf.samgtu.ru/,[],[],[],['bf@samgtu.ru'],
126,Филиал Самарского государственного технического университета в г. Новокуйбышевске,Филиал СамГТУ в г. Новокуйбышевске,Самарская область,1,-1,https://tabiturient.ru/logovuz/samgtu.png,http://nf.samgtu.ru/,"['8 (846) 379-19-30', '8 (846) 379-19-32']",[],[],['director@nf.samgtu.ru'],
