long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,army,comment,obsh
Шуйский филиал Ивановского государственного университета,Шуйский филиал ИвГУ,Ивановская область,1,-1,https://tabiturient.ru/logovuz/ivanovoac.png,http://sspu.ru/,[],[],[],[],False,,False
Электростальский институт (филиал) Московского политехнического университета,Электростальский институт Московского политеха,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mospolytech.png,https://elpol.ru/,[],['+7 (496) 574-40-42'],['info@elpol.ru'],[],False,,False
Энгельсский технологический институт (филиал) Саратовского государственного технического университета им. Ю.А.Гагарина,Энгельсский технологический институт СГТУ им. Ю.А. Гагарина,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sstu.png,http://techn.sstu.ru/,"['8 (8453) 55-78-16', '8 (8453) 95-35-53', '8 (8453) 55-80-16']",[],[],['eti@techn.sstu.ru'],False,,False
Югорский государственный университет,ЮГУ,Ханты-Мансийский автономный округ — Югра,1,5,https://tabiturient.ru/logovuz/ugrasu.png,https://www.ugrasu.ru/,[],[],[],[],True,,True
Юго-Западный государственный университет,ЮЗГУ,Курская область,1,6,https://tabiturient.ru/logovuz/swsu.png,https://swsu.ru/,"[""+7(4712) 51-50-23"", ""+7(4712) 51-50-24""]","[""swsuee@mail.ru""]","['50-48-00rector@swsu.ru', 'rector@swsu.ru', 'besedin.swsu@gmail.com', 'maloi@swsu.org']","[""swsuee@mail.ru""]",True,,True
Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова,ЮРГПУ (НПИ),Ростовская область,1,3,https://tabiturient.ru/logovuz/npitu.png,https://www.npi-tu.ru/,[],['+7 (863) 525-5151'],['pressa@npi-tu.ru'],[],False,,True
Южно-Уральский государственный медицинский университет,ЮУГМУ,Челябинская область,1,9,https://tabiturient.ru/logovuz/chelsma.png,http://www.chelsma.ru/,[],['+7 (351) 240-20-20'],[],[],False,,True
Южно-Уральский государственный аграрный университет,ЮУрГАУ,Челябинская область,1,3,https://tabiturient.ru/logovuz/yuurgau.png,https://юургау.рф/,['+7 (351) 266-65-30'],[],['tvi_t@mail.ru'],['tvi_t@mail.ru'],False,,True
Южно-Уральский государственный гуманитарно-педагогический университет,ЮУрГГПУ,Челябинская область,1,6,https://tabiturient.ru/logovuz/cspu.png,http://www.cspu.ru/,[],[],[],['pk@cspu.ru'],False,,True
Южно-Уральский государственный университет (Национальный исследовательский университет),ЮУрГУ,Челябинская область,1,6,https://tabiturient.ru/logovuz/susu.png,http://www.susu.ru/,[],[],[],[],True,,True
Южный федеральный университет,ЮФУ,Ростовская область,1,9,https://tabiturient.ru/logovuz/sfedu.png,http://sfedu.ru/,['+7\xa0863) 218-40-00'],[],[],[],True,,True
Южно-Российский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Южно-Российский институт управления РАНХиГС,Ростовская область,1,-1,https://tabiturient.ru/logovuz/uriu_ranepa.png,https://uriu.ranepa.ru/,[],[],[],[],False,,False
Юргинский технологический институт (филиал) Национального исследовательского Томского политехнического университета,Юргинский технологический институт ТПУ,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/tpu.png,http://uti.tpu.ru/,[],[],[],[],True,,False
Ярославский Государственный Медицинский Университет,ЯГМУ,Ярославская область,1,9,https://tabiturient.ru/logovuz/yagmu.png,http://ysmu.ru/,"['+7 (930) 100-0107', '+7(930)100-0107']",['+7 (930) 100-0107'],['rector@ysmu.ru'],['rector@ysmu.ru'],False,,True
Ярославский государственный педагогический университет имени Ушинского,ЯГПУ им. Ушинского,Ярославская область,1,7,https://tabiturient.ru/logovuz/yagpu.png,http://yspu.org/,[],[],[],['webmaster@yspu.org'],False,,True
Ярославская государственная сельскохозяйственная академия,ЯГСХА,Ярославская область,1,5,https://tabiturient.ru/logovuz/yaragrovuz.png,http://yaragrovuz.ru/,[],"['+7 (4852) 59-35-33', '+7 (4852)\xa059-35-33', '+7 (4852) 59-35-00']","['info@yarcx.ru', 'rector@yarcx.ru']",[],False,,True
Ярославский государственный театральный институт,ЯГТИ,Ярославская область,1,-1,https://tabiturient.ru/logovuz/theatrinsyar.png,https://theatrins-yar.ru/,[],[],[],[],False,,True
Ярославский государственный технический университет,ЯГТУ,Ярославская область,1,6,https://tabiturient.ru/logovuz/ystu.png,https://www.ystu.ru/,[],[],[],[],True,,True
Ярославский государственный университет им. П.Г. Демидова,ЯрГУ,Ярославская область,1,7,https://tabiturient.ru/logovuz/uniyarac.png,https://www.uniyar.ac.ru/,[],[],[],[],False,,True
Ярославский филиал Петербургского государственного университета путей сообщения Императора Александра I,Ярославский филиал ПГУПС,Ярославская область,1,-1,https://tabiturient.ru/logovuz/pgups.png,https://yarpgups.ru/,[],[],['yaroslavl@pgups.ru'],[],False,,True
